# for hus0h
#korAncorrectedtoincludeallextensions(NYW)usedasvowels,andextendedvowelswrittenastriplevowels(vvv)

2.102.168 .wamaayuʻallimaaniminʼaḥadinḥattaayaquulaaʼinNNNnamaanaḥnufitnatunNNNfalaatakfurfayataʻallamuunaminhumaa.
2.102.169 .fayataʻallamuunaminhumaamaayufarriquunabihiibaynalmarʼiwazawǧih.
2.102.170 .wamaahumNNNbiḍAAAAAAAAAArriinabihiiminʼaḥadinʼillaabiʼiḏnillaaah.
2.102.171 .wayataʻallamuunamaayaḍurruhumwalaayanNNNfaʻuhum.
2.102.172 .walaqAdʻalimuulamaništarAAhumaalahuufilʼaaḫirAtiminḫAlaaaq.
2.102.173 .walabiʼsamaašarAwbihiiʼamNNNfusahum.
2.102.174 .lawkaanuuyaʻlamuuun.
2.103.175 .walawʼanNNNnahumʼaamanuuwattaqAwlamaṯuubatumNNNminʻinNNNdillaahiḫAyyr.
2.103.176 .lawkaanuuyaʻlamuuun.
2.104.177 .yaaʼayyuhallaḏiinaʼaamanuulaataquuluurAAʻinaawaquulunNNNẓurnaawasmaʻuu.
2.104.178 .walilkaafiriinaʻaḏaabunʼaliiim.
2.105.179 .maayawadullaḏiinakafaruuminʼahlilkitaabiwalalmušrikiinaʼayYYYyunazzalaʻalaykumNNNminḫAyrimNNNmirrAbbikum.
2.105.180 .wALLAAhuyaḫtaṣṣubirAḥmatihimayYYYyašaaaaaaʼ.
2.105.181 .wALLAAhuḏulfaḍlilʻaẓiiim.
2.106.182 .maananNNNsaḫminʼaayatinʼawnunNNNsihaanaʼtibiḫAyrimNNNminhaaʼawmiṯlihaa.
2.106.183 .ʼalamtaʻlamʼanNNNnALLAAhaʻalaakullišayʼinNNNqAdiiir.
2.107.184 .ʼalamtaʻlamʼanNNNnALLAAhalahuumulkussamaawaatiwalʼarḍ.
2.107.185 .wamaalakumNNNminNNNduunillaahimiwWWWwaliyyiwWWWwalaanaṣiiir.
2.108.186 .ʼamturiiduunaʼanNNNtasʼaluurAsuulakumkamaasuʼilamuusaaminNNNqAb*l.
2.108.187 .wamayYYYyatabaddalilkufrAbilʼiimaanifaqAd*ḍAllasawaaaaaaʼassabiiil.
2.109.188 .waddakaṯiirumNNNminʼahlilkitaabilawyarudduunakumNNNmimNNNbaʻdiʼiimaanikumkuffaarAnḥasadamNNNminʻinNNNdiʼamNNNfusihimNNNmimNNNbaʻdimaatabayyanalahumulḥaqq.
2.109.189 .faʻfuuwaṣfaḥuuḥattaayaʼtiyALLAAhubiʼamrih.
2.109.190 .ʼinNNNnALLAAhaʻalaakullišayʼinNNNqAdiiir.
2.110.191 .waʼaqiimuṣṣAlaatawaʼaatuzzakaaah.
2.110.192 .wamaatuqAddimuuliʼamNNNfusikumNNNminḫAyrinNNNtaǧiduuhuʻinNNNdallaaah.
2.110.193 .ʼinNNNnALLAAhabimaataʻmaluunabaṣiiir.
2.111.194 .waqAAluulayYYYyadḫulalǧanNNNnataʼillaamanNNNkaanahuudanʼawnaṣAArAA.
2.111.195 .tilkaʼamaaniyyuhum.
2.111.196 .qulhaatuuburhaanakumʼinNNNkunNNNtumṣAAdiqiiin.
2.112.197 .balaamanʼaslamawaǧ*hahuulillaahiwahuwamuḥsinumNNNfalahuuʼaǧ*ruhuuʻinNNNdarAbbihiiwalaaḫAwfunʻalayhimwalaahumyaḥzanuuun.
2.113.198 .waqAAlatilyahuudulaysatinNNNnaṣAArAAʻalaašayʼiwWWWwaqAAlatinNNNnaṣAArAAlaysatilyahuuduʻalaašayʼiwWWWwahumyatluunalkitaaab.
2.113.199 .kaḏaalikaqAAlallaḏiinalaayaʻlamuunamiṯlaqAwlihimfALLAAhuyaḥkumubaynahumyawmalqiyaamatifiimaakaanuufiihiyaḫtalifuuun.
2.114.200 .wamanʼaẓlamumimNNNmamNNNmanaʻamasaaǧidaLLAAhiʼayYYYyuḏkarAfiihasmuhuuwasaʻaafiiḫArAAbihaa.
2.114.201 .ʼulaaaaaaʼikamaakaanalahumʼayYYYyadḫuluuhaaʼillaaḫAAAAAAʼifiiin.
2.114.202 .lahumfiddunyaaḫizyuwWWWwalahumfilʼaaḫirAtiʻaḏaabunʻaẓiiim.
2.115.203 .walillaahilmašriquwalmaġribufaʼaynamaatuwalluufaṯamNNNmawaǧ*huLLAAAh.
2.115.204 .ʼinNNNnALLAAhawaasiʻunʻaliiim.
2.116.205 .waqAAluttaḫAḏaLLAAhuwaladaa.
2.116.206 .sub*ḥaanahuuballahuumaafissamaawaatiwalʼarḍikullullahuuqAAnituuun.
2.117.207 .badiiʻussamaawaatiwalʼarḍiwaʼiḏaaqAḍAAʼamrAmNNNfaʼinNNNnamaayaquululahuukumNNNfayakuuun.
2.118.208 .waqAAlallaḏiinalaayaʻlamuunalawlaayukallimunALLAAhuʼawtaʼtiinaaʼaayah.
2.118.209 .kaḏaalikaqAAlallaḏiinaminNNNqAb*lihimNNNmiṯlaqAwlihim.
2.118.210 .tašaabahatquluubuhum.
2.118.211 .qAdbayyanNNNnalʼaayaatiliqAwmiyYYYyuuqinuuun.
2.119.212 .ʼinNNNnaaʼarsalnaakabilḥaqqibašiirAwWWWwanaḏiirAwWWWwalaatusʼaluʻanʼaṣḥaabilǧaḥiiim.
2.120.213 .walanNNNtarḍAAʻanNNNkalyahuuduwalanNNNnaṣAArAAḥattaatattabiʻamillatahum.
2.120.214 .qulʼinNNNnahudaLLAAhihuwalhudaa.
2.120.215 .walaʼinittabaʻtaʼahwaaaaaaʼahumNNNbaʻdallaḏiiǧaaaaaaʼakaminalʻilmimaalakaminALLAAhimiwWWWwaliyyiwWWWwalaanaṣiiir.
2.121.216 .ʼallaḏiinaʼaataynaahumulkitaabayatluunahuuḥaqqAtilaawatihiiʼulaaaaaaʼikayuʼminuunabih.
2.121.217 .wamayYYYyakfurbihiifaʼulaaaaaaʼikahumulḫAAsiruuun.
2.122.218 .yaabaniiʼisrAAAAAAʼiilaḏkuruuniʻmatiyallatiiʼanʻamtuʻalaykumwaʼanNNNniifaḍḍAltukumʻalalʻaalamiiin.
2.123.219 .wattaquuyawmallaataǧ*ziinafsunʻanNNNnafsinNNNšayʼawWWWwalaayuqbaluminhaaʻadluwWWWwalaatamNNNfaʻuhaašafaaʻatuwWWWwalaahumyunNNNṣAruuun.
2.124.220 .waʼiḏib*talaaʼib*rAAhiimarAbbuhuubikalimaatimNNNfaʼatamNNNmahunNNNnaqAAlaʼinNNNniiǧaaʻilukalinNNNnaasiʼimaamanNNNqAAlawaminNNNḏurriyyatiiqAAlalaayanaaluʻahdiẓẓAAlimiiin.
2.125.221 .waʼiḏǧaʻalnalbaytamaṯaabatallinNNNnaasiwaʼamnawWWWwattaḫiḏuumimNNNmaqAAmiʼib*rAAhiimamuṣAllawWWWwaʻahid*naa.
2.125.222 .waʻahidnaaʼilaaʼib*rAAhiimawaʼismaaʻiilaʼanNNNṭAhhirAAbaytiyaliṭṭAAAAAAʼifiinawalʻaakifiinawarrukkaʻissuǧuuud.
2.126.223 .waʼiḏqAAlaʼib*rAAhiimurAbbiǧ*ʻalhaaḏaabaladanʼaaminawWWWwarzuqʼahlahuuminaṯṯamarAAtimanʼaamanaminhumNNNbillaahiwalyawmilʼaaḫiriqAAlawamanNNNkafarAfaʼumattiʻuhuuqAliilaa.
2.126.224 .qAAlawamanNNNkafarAfaʼumattiʻuhuuqAliilanNNNṯumNNNmaʼaḍṭArruhuuʼilaaʻaḏaabinNNNnaariwabiʼsalmaṣiiir.
2.127.225 .waʼiḏyarfaʻuʼib*rAAhiimulqAwaaʻidaminalbaytiwaʼismaaʻiilurAbbanaataqAbbalminNNNnaaʼinNNNnakaʼanNNNtassamiiʻulʻaliiim.
2.128.226 .rAbbanaawaǧ*ʻalnaamuslimaynilakawaminNNNḏurriyyatinaaʼumNNNmatamNNNmuslimatallakawaʼarinaamanaasikanaawatub*ʻalaynaaʼinNNNnakaʼanNNNtattawwaaburrAḥiiim.
2.129.227 .rAbbanaawab*ʻaṯfiihimrAsuulamNNNminhumyatluuʻalayhimʼaayaatikawayuʻallimuhumulkitaabawalḥikmatawayuzakkiihim.
2.129.228 .ʼinNNNnakaʼanNNNtalʻaziizulḥakiiim.
2.130.229 .wamayYYYyarġAbuʻamNNNmillatiʼib*rAAhiimaʼillaamanNNNsafihanafsah.
2.130.230 .walaqAdiṣṭAfaynaahufiddunyaawaʼinNNNnahuufilʼaaḫirAtilaminaṣṣAAliḥiiin.
2.131.231 .ʼiḏqAAlalahuurAbbuhuuʼaslimqAAlaʼaslamtulirAbbilʻaalamiiin.
2.132.232 .wawaṣṣAAbihaaʼib*rAAhiimubaniihiwayaʻquubuyaabaniyyaʼinNNNnALLAAhaṣṭAfaalakumuddiinafalaatamuutunNNNnaʼillaawaʼanNNNtumNNNmuslimuuun.
2.133.233 .ʼamkunNNNtumšuhadaaaaaaʼaʼiḏḥaḍArAyaʻquubalmawtuʼiḏqAAlalibaniihimaataʻbuduunamimNNNbaʻdiiqAAluunaʻbuduʼilahakawaʼilahaʼaabaaaaaaʼikaʼib*rAAhiimawaʼismaaʻiilawaʼisḥaaqAʼilaahawWWWwaaḥidawWWWwanaḥnulahuumuslimuuun.
2.134.234 .tilkaʼumNNNmatunNNNqAdḫAlatlahaamaakasabatwalakumNNNmaakasab*tumwalaatusʼaluunaʻamNNNmaakaanuuyaʻmaluuun.
2.135.235 .waqAAluukuunuuhuudanʼawnaṣAArAAtahtaduu.
2.135.236 .qulbalmillataʼib*rAAhiimaḥaniifawWWWwamaakaanaminalmušrikiiin.
2.136.237 .quuluuʼaamanNNNnaabillaahiwamaaʼunNNNzilaʼilaynaawamaaʼunNNNzilaʼilaaʼib*rAAhiimawaʼismaaʻiilawaʼisḥaaqAwayaʻquubawalʼasbaaṭiwamaaʼuutiyamuusaawaʻiisaawamaaʼuutiyanNNNnabiyyuunamirrAbbihim.
2.136.238 .walʼasbaaṭiwamaaʼuutiyamuusaawaʻiisaawamaaʼuutiyanNNNnabiyyuunamirrAbbihimlaanufarriqubaynaʼaḥadimNNNminhumwanaḥnulahuumuslimuuun.
2.137.239 .faʼinʼaamanuubimiṯlimaaʼaamanNNNtumNNNbihifaqAdihtadawwaʼinNNNtawallawfaʼinNNNnamaahumfiišiqAAqimNNNfasayakfiikahumullaaah.
2.137.240 .wahuwassamiiʻulʻaliiim.
2.138.241 .ṣib*ġAtALLAAhiwamanʼaḥsanuminALLAAhiṣib*ġAtawWWWwanaḥnulahuuʻaabiduuun.
2.139.242 .qulʼatuḥaaaaaaaaaaǧǧuunanaafillaahiwahuwarAbbunaawarAbbukumwalanaaʼaʻmaalunaawalakumʼaʻmaalukumwanaḥnulahuumuḫliṣuuun.
2.140.243 .ʼamtaquuluunaʼinNNNnaʼib*rAAhiimawaʼismaaʻiilawaʼisḥaaqAwayaʻquubawalʼasbaaṭAkaanuuhuudanʼawnaṣAArAA.
2.140.244 .qulʼaʼanNNNtumʼaʻlamuʼamillaaah.
2.140.245 .wamanʼaẓlamumimNNNmanNNNkatamašahaadatanʻinNNNdahuuminaLLAAAh.
2.140.246 .wamaLLAAhubiġAAfilinʻamNNNmaataʻmaluuun.
2.141.247 .tilkaʼumNNNmatunNNNqAdḫAlatlahaamaakasabatwalakumNNNmaakasab*tumwalaatusʼaluunaʻamNNNmaakaanuuyaʻmaluuun.
2.142.248 .sayaquulussufahaaaaaaʼuminanNNNnaasimaawallaahumʻanNNNqib*latihimullatiikaanuuʻalayhaaqullillaahilmašriquwalmaġrib.
2.142.249 .yahdiimayYYYyašaaaaaaʼuʼilaaṣirAAṭimNNNmustaqiiim.
2.143.250 .wakaḏaalikaǧaʻalnaakumʼumNNNmatawWWWwasaṭAllitakuunuušuhadaaaaaaʼaʻalanNNNnaasiwayakuunarrAsuuluʻalaykumšahiidaa.
2.143.251 .wamaaǧaʻalnalqib*latallatiikunNNNtaʻalayhaaʼillaalinaʻlamamayYYYyattabiʻurrAsuulamimNNNmayYYYyanNNNqAlibuʻalaaʻaqibayyh.
2.143.252 .waʼinNNNkaanatlakabiirAtanʼillaaʻalallaḏiinahadallaaah.
2.143.253 .wamaakaanALLAAhuliyuḍiiʻaʼiimaanakum.
2.143.254 .ʼinNNNnALLAAhabinNNNnaasilarAʼuufurrAḥiiim.
2.144.255 .qAd*narAAtaqAllubawaǧ*hikafissamaaaaaaʼifalanuwalliyanNNNnakaqib*latanNNNtarḍAAhaafawalliwaǧ*hakašaṭ*rAlmasǧidilḥarAAmiwaḥayṯumaakunNNNtumfawalluuwuǧuuhakumšaṭ*rAh.
2.144.256 .waʼinNNNnallaḏiinaʼuutulkitaabalayaʻlamuunaʼanNNNnahulḥaqqumirrAbbihim.
2.144.257 .wamaLLAAhubiġAAfilinʻamNNNmaayaʻmaluuun.
2.145.258 .walaʼinʼataytallaḏiinaʼuutulkitaababikulliʼaayatimNNNmaatabiʻuuqib*latakawamaaʼanNNNtabitaabiʻinNNNqib*latahumwamaabaʻḍuhumNNNbitaabiʻinNNNqib*latabaʻḍ.
2.145.259 .walaʼinittabaʻtaʼahwaaaaaaʼahumNNNmimNNNbaʻdimaaǧaaaaaaʼakaminalʻilmiʼinNNNnakaʼiḏallaminaẓẓAAlimiiin.
2.146.260 .ʼallaḏiinaʼaataynaahumulkitaabayaʻrifuunahuukamaayaʻrifuunaʼab*naaaaaaʼahumwaʼinNNNnafariiqAmNNNminhumlayaktumuunalḥaqqAwahumyaʻlamuuun.
2.147.261 .ʼalḥaqqumirrAbbikafalaatakuunanNNNnaminalmumtariiin.
2.148.262 .walikulliwWWWwiǧ*hatunhuwamuwalliihaafastabiqulḫAyrAAAt.
2.148.263 .ʼaynamaatakuunuuyaʼtibikumuLLAAhuǧamiiʻaa.
2.148.264 .ʼinNNNnALLAAhaʻalaakullišayʼinNNNqAdiiir.
2.149.265 .waminḥayṯuḫArAǧ*tafawalliwaǧ*hakašaṭ*rAlmasǧidilḥarAAmiwaʼinNNNnahuulalḥaqqumirrAbbik.
2.149.266 .wamaLLAAhubiġAAfilinʻamNNNmaataʻmaluuun.
2.150.267 .waminḥayṯuḫArAǧ*tafawalliwaǧ*hakašaṭ*rAlmasǧidilḥarAAmiwaḥayṯumaakunNNNtumNNNfawalluuwuǧuuhakumšaṭ*rAhuuliʼallaayakuunalinNNNnaasiʻalaykumḥuǧǧah.
2.150.268 .waḥayṯumaakunNNNtumfawalluuwuǧuuhakumšaṭ*rAhuuliʼallaayakuunalinNNNnaasiʻalaykumḥuǧǧahtunʼillallaḏiinaẓAlamuuminhumfalaataḫšawhumwaḫšawniiwaliʼutimNNNmaniʻmatiiʻalaykumwalaʻallakumtahtaduuun.
2.151.269 .kamaaʼarsalnaafiikumrAsuulamNNNminNNNkumyatluuʻalaykumʼaayaatinaawayuzakkiikumwayuʻallimukumulkitaabawalḥikmatawayuʻallimukumNNNmaalamtakuunuutaʻlamuuun.
2.152.270 .faḏkuruuniiʼaḏkurkumwaškuruuliiwalaatakfuruuun.
2.153.271 .yaaʼayyuhallaḏiinaʼaamanustaʻiinuubiṣṣAb*riwaṣṣAlaaah.
2.153.272 .ʼinNNNnALLAAhamaʻaṣṣAAbiriiin.
2.154.273 .walaataquuluulimayYYYyuqtalufiisabiilillaahiʼamwaaat.
2.154.274 .balʼaḥyaaaaaaʼuwWWWwalaakillaatašʻuruuun.
2.155.275 .walanab*luwanNNNnakumNNNbišayʼimNNNminalḫAwfiwalǧuuʻiwanaqṣimNNNminalʼamwaaliwalʼanNNNfusiwaṯṯamarAAAt.
2.155.276 .wabašširiṣṣAAbiriiin.
2.156.277 .ʼallaḏiinaʼiḏaaʼaṣAAbathumNNNmuṣiibatunNNNqAAluuʼinNNNnaalillaahiwaʼinNNNnaaʼilayhirAAǧiʻuuun.
2.157.278 .ʼulaaaaaaʼikaʻalayhimṣAlawaatumNNNmirrAbbihimwarAḥmatuwWWWwaʼulaaaaaaʼikahumulmuhtaduuun.
2.158.279 .ʼinNNNnaṣṣAfaawalmarwataminNNNšaʻaaaaaaʼirillaahifamanḥaǧǧalbaytaʼawiʻtamarAfalaaǧunaaḥaʻalayhiʼayYYYyaṭṭAwwafabihimaa.
2.158.280 .wamanNNNtaṭAwwaʻaḫAyrAmNNNfaʼinNNNnALLAAhašaakirunʻaliiim.
2.159.281 .ʼinNNNnallaḏiinayaktumuunamaaʼanNNNzalnaaminalbayyinaatiwalhudaamimNNNbaʻdimaabayyanNNNnaahulinNNNnaasifilkitaabiʼulaaaaaaʼikayalʻanuhumuLLAAhuwayalʻanuhumullaaʻinuuun.
2.160.282 .ʼillallaḏiinataabuuwaʼaṣlaḥuuwabayyanuufaʼulaaaaaaʼikaʼatuubuʻalayhim.
2.160.283 .waʼanattawwaaburrAḥiiim.
2.161.284 .ʼinNNNnallaḏiinakafaruuwamaatuuwahumkuffaarunʼulaaaaaaʼikaʻalayhimlaʻnatuLLAAhiwalmalaaaaaaʼikatiwanNNNnaasiʼaǧ*maʻiiin.
2.162.285 .ḫAAlidiinafiihaalaayuḫAffafuʻanhumulʻaḏaabuwalaahumyunNNNẓAruuun.
2.163.286 .waʼilaahukumʼilahuwWWWwaaḥidullaaʼilahaʼillaahuwarrAḥmanurrAḥiiim.
2.164.287 .ʼinNNNnafiiḫAlqissamaawaatiwalʼarḍiwaḫtilaafillayliwanNNNnahaariwalfulkillatiitaǧ*riifilbaḥribimaayamNNNfaʻunNNNnaaas.
2.164.288 .walfulkillatiitaǧ*riifilbaḥribimaayamNNNfaʻunNNNnaasawamaaʼanNNNzalaLLAAhuminassamaaaaaaʼimimNNNmaaaaaaʼimNNNfaʼaḥyaabihilʼarḍAbaʻdamawtihaa.
2.164.289 .faʼaḥyaabihilʼarḍAbaʻdamawtihaawabaṯṯafiihaaminNNNkullidaaaaaaaaaabbatiwWWWwataṣriifirriyaaah.
2.164.290 .wataṣriifirriyaaḥiwassaḥaabilmusaḫḫAribaynassamaaaaaaʼiwalʼarḍilaʼaayaatilliqAwmiyYYYyaʻqiluuun.
2.165.291 .waminanNNNnaasimayYYYyattaḫiḏuminNNNduunillaahiʼanNNNdaadayYYYyuḥibbuunahumkaḥubbillaahiwallaḏiinaʼaamanuuʼašaduḥubballillaaah.
2.165.292 .walawyarAllaḏiinaẓAlamuuʼiḏyarAwnalʻaḏaabaʼanNNNnalquwwatalillaahiǧamiiʻawWWWwaʼanNNNnALLAAhašadiidulʻaḏaaab.
2.166.293 .ʼiḏtabarrAʼallaḏiinattubiʻuuminallaḏiinattabaʻuuwarAʼawilʻaḏaabawataqAṭṭAʻatbihimulʼasbaaab.
2.167.294 .waqAAlallaḏiinattabaʻuulawʼanNNNnalanaakarrAtamNNNfanatabarrAʼaminhumkamaatabarrAʼuuminNNNnaa.
2.167.295 .kaḏaalikayuriihimuLLAAhuʼaʻmaalahumḥasarAAtinʻalayhimwamaahumNNNbiḫAAriǧiinaminanNNNnaaar.
2.168.296 .yaaʼayyuhanNNNnaasukuluumimNNNmaafilʼarḍiḥalaalanNNNṭAyyibawWWWwalaatattabiʻuuḫuṭuwaatiššayṭAAAn.
2.168.297 .ʼinNNNnahuulakumʻaduwwumNNNmubiiin.
2.169.298 .ʼinNNNnamaayaʼmurukumNNNbissuuuuuuʼiwalfaḥšaaaaaaʼiwaʼanNNNtaquuluuʻalaLLAAhimaalaataʻlamuuun.
2.170.299 .waʼiḏaaqiilalahumuttabiʻuumaaʼanNNNzalaLLAAhuqAAluubalnattabiʻumaaʼalfaynaaʻalayhiʼaabaaaaaaʼanaa.
2.170.300 .ʼawalawkaanaʼaabaaʼuhumlaayaʻqiluunašayʼawWWWwalaayahtaduuun.
2.171.301 .wamaṯalullaḏiinakafaruukamaṯalillaḏiiyanʻiqubimaalaayasmaʻuʼillaaduʻaaaaaaʼawWWWwanidaaaaaaʼaa.
2.171.302 .ṣumNNNmumNNNbukmunʻumyumNNNfahumlaayaʻqiluuun.
2.172.303 .yaaʼayyuhallaḏiinaʼaamanuukuluuminNNNṭAyyibaatimaarAzaq*naakumwaškuruulillaahiʼinNNNkunNNNtumʼiyyaahutaʻbuduuun.
2.173.304 .ʼinNNNnamaaḥarrAmaʻalaykumulmaytatawadamawalaḥmalḫinNNNziiriwamaaʼuhillabihiiliġAyrillaahifamaniḍṭurrAġAyrAbaaġiwWWWwalaaʻaadimNNNfalaaʼiṯmaʻalayyh.
2.173.305 .ʼinNNNnALLAAhaġAfuururrAḥiiim.
2.174.306 .ʼinNNNnallaḏiinayaktumuunamaaʼanNNNzalaLLAAhuminalkitaabiwayaštaruunabihiiṯamananNNNqAliilanʼulaaaaaaʼikamaayaʼkuluunafiibuṭuunihimʼillanNNNnaaar.
2.174.307 .ʼulaaaaaaʼikamaayaʼkuluunafiibuṭuunihimʼillanNNNnaarAwalaayukallimuhumuLLAAhuyawmalqiyaamatiwalaayuzakkiihimwalahumʻaḏaabunʼaliiim.
2.175.308 .ʼulaaaaaaʼikallaḏiinaštarAwḍḍAlaalatabilhudaawalʻaḏaababilmaġfirAh.
2.175.309 .famaaʼaṣbarAhumʻalanNNNnaaar.
2.176.310 .ḏaalikabiʼanNNNnALLAAhanazzalalkitaababilḥaqq.
2.176.311 .waʼinNNNnallaḏiinaḫtalafuufilkitaabilafiišiqAAqimNNNbaʻiiid.
2.177.312 .laysalbirrAʼanNNNtuwalluuwuǧuuhakumqibalalmašriqiwalmaġribiwalaakinNNNnalbirrAmanʼaamanabillaahiwalyawmilʼaaḫiriwalmalaaaaaaʼikatiwalkitaabiwanNNNnabiyyiiin.
2.177.313 .walaakinNNNnalbirrAmanʼaamanabillaahiwalyawmilʼaaḫiriwalmalaaaaaaʼikatiwalkitaabiwanNNNnabiyyiinawaʼaatalmaalaʻalaaḥubbihiiḏawilqurbaawalyataamaawalmasaakiinawab*nassabiiliwassaaaaaaʼiliinawafirriqAAbiwaʼaqAAmaṣṣAlaaah.
2.177.314 .waʼaqAAmaṣṣAlaatawaʼaatazzakaatawalmuufuunabiʻahdihimʼiḏaaʻaahaduuwaṣṣAAbiriinafilbaʼsaaaaaaʼiwaḍḍArrAAAAAAʼiwaḥiinalbaʼs.
2.177.315 .ʼulaaaaaaʼikallaḏiinaṣAdaquuwaʼulaaaaaaʼikahumulmuttaquuun.
2.178.316 .yaaʼayyuhallaḏiinaʼaamanuukutibaʻalaykumulqiṣAAṣufilqAtlalḥurrubilḥurriwalʻab*dubilʻab*diwalʼunNNNṯaabilʼunNNNṯaa.
2.178.317 .famanʻufiyalahuuminʼaḫiihišayʼumNNNfattibaaʻumNNNbilmaʻruufiwaʼadaaaaaaʼunʼilayhibiʼiḥsaaan.
2.178.318 .ḏaalikataḫfiifumNNNmirrAbbikumwarAḥmah.
2.178.319 .famaniʻtadaabaʻdaḏaalikafalahuuʻaḏaabunʼaliiim.
2.179.320 .walakumfilqiṣAAṣiḥayaatuyYYYyaaʼuulilʼalbaabilaʻallakumtattaquuun.
2.180.321 .kutibaʻalaykumʼiḏaaḥaḍArAʼaḥadakumulmawtuʼinNNNtarAkaḫAyrAnilwaṣiyyatulilwaalidayniwalʼaqrAbiinabilmaʻruufiḥaqqAnʻalalmuttaqiiin.
2.181.322 .famamNNNbaddalahuubaʻdamaasamiʻahuufaʼinNNNnamaaʼiṯmuhuuʻalallaḏiinayubadiluunah.
2.181.323 .ʼinNNNnALLAAhasamiiʻunʻaliiim.
2.182.324 .famanḫAAfamimNNNmuuṣinNNNǧanafanʼawʼiṯmamNNNfaʼaṣlaḥabaynahumfalaaʼiṯmaʻalayyh.
2.182.325 .ʼinNNNnALLAAhaġAfuururrAḥiiim.
2.183.326 .yaaʼayyuhallaḏiinaʼaamanuukutibaʻalaykumuṣṣiyaamukamaakutibaʻalallaḏiinaminNNNqAb*likumlaʻallakumtattaquuun.
2.184.327 .ʼayyaamamNNNmaʻduudaaat.
2.184.328 .famanNNNkaanaminNNNkumNNNmariiḍAnʼawʻalaasafarimNNNfaʻidatumNNNminʼayyaaminʼuḫAr.
2.184.329 .waʻalallaḏiinayuṭiiquunahuufidyatunNNNṭAʻaamumiskiinimNNNfamanNNNtaṭAwwaʻaḫAyrAmNNNfahuwaḫAyrullah.
2.184.330 .waʼanNNNtaṣuumuuḫAyrullakumʼinNNNkunNNNtumtaʻlamuuun.
2.185.331 .šahrurAmaḍAAnallaḏiiʼunNNNzilafiihilqurʼaanuhudallinNNNnaasiwabayyinaatimNNNminalhudaawalfurqAAAn.
2.185.332 .famanNNNšahidaminNNNkumuššahrAfalyaṣumhuwamanNNNkaanamariiḍAnʼawʻalaasafarimNNNfaʻidatumNNNminʼayyaaminʼuḫAr.
2.185.333 .yuriiduLLAAhubikumulyusrAwalaayuriidubikumulʻusrAwalitukmilulʻiddatawalitukabbiruLLAAhaʻalaamaahadaakumwalaʻallakumtaškuruuun.
2.186.334 .waʼiḏaasaʼalakaʻibaadiiʻanNNNniifaʼinNNNniiqAriibunʼuǧiibudaʻwatadaaʻiʼiḏaadaʻaanifalyastaǧiibuuliiwalyuʼminuubiilaʻallahumyaršuduuun.
2.187.335 .ʼuḥillalakumlaylataṣṣiyaamirrAfaṯuʼilaanisaaaaaaʼikumhunNNNnalibaasullakumwaʼanNNNtumlibaasullahunNNNn.
2.187.336 .ʼalimaLLAAhuʼanNNNnakumkunNNNtumtaḫtaanuunaʼamNNNfusakumfataabaʻalaykumwaʻafaaʻanNNNkumfalʼaanabaaširuuhunNNNnawab*taġuumaakatabALLAAhulakum.
2.187.337 .wakuluuwašrAbuuḥattaayatabayyanalakumulḫAyṭulʼab*yaḍuminalḫAyṭilʼaswadiminalfaǧ*riṯumNNNmaʼatimNNNmuṣṣiyaamaʼilallayyl.
2.187.338 .walaatubaaširuuhunNNNnawaʼanNNNtumʻaakifuunafilmasaaǧid.
2.187.339 .tilkaḥuduuduLLAAhifalaataqrAbuuhaa.
2.187.340 .kaḏaalikayubayyinuLLAAhuʼaayaatihilinNNNnaasilaʻallahumyattaquuun.
2.188.341 .walaataʼkuluuʼamwaalakumNNNbaynakumNNNbilbaaṭiliwatud*luubihaaʼilalḥukkaamilitaʼkuluufariiqAmNNNminʼamwaalinNNNnaasibilʼiṯmiwaʼanNNNtumtaʻlamuuun.
2.189.342 .yasʼaluunakaʻanilʼahillatiqulhiyamawaaqiitulinNNNnaasiwalḥaǧǧ.
2.189.343 .walaysalbirrubiʼanNNNtaʼtulbuyuutaminNNNẓuhuurihaawalaakinNNNnalbirrAmanittaqAA.
2.189.344 .waʼtulbuyuutaminʼab*waabihaa.
2.189.345 .wattaquLLAAhalaʻallakumtufliḥuuun.
2.190.346 .waqAAtiluufiisabiilillaahillaḏiinayuqAAtiluunakumwalaataʻtaduu.
2.190.347 .ʼinNNNnALLAAhalaayuḥibbulmuʻtadiiin.
2.191.348 .waq*tuluuhumḥayṯuṯaqiftumuuhumwaʼaḫriǧuuhumNNNminḥayṯuʼaḫrAǧuukum.
2.191.349 .walfitnatuʼašaduminalqAtl.
2.191.350 .walaatuqAAtiluuhumʻinNNNdalmasǧidilḥarAAmiḥattaayuqAAtiluukumfiihifaʼinNNNqAAtaluukumfaqtuluuhum.
2.191.351 .kaḏaalikaǧazaaaaaaʼulkaafiriiin.
2.192.352 .faʼininNNNtahawfaʼinNNNnALLAAhaġAfuururrAḥiiim.
2.193.353 .waqAAtiluuhumḥattaalaatakuunafitnatuwWWWwayakuunaddiinulillaahifaʼininNNNtahawfalaaʻud*waanaʼillaaʻalaẓẓAAlimiiin.
2.194.354 .ʼaššahrulḥarAAmubiššahrilḥarAAmiwalḥurumaatuqiṣAAAṣ.
2.194.355 .famaniʻtadaaʻalaykumfaaʻtaduuʻalayhibimiṯlimaʻtadaaʻalaykum.
