# for hus9h



  2.101.198 .walamNNNmaaǧaaaaaaʼahumrAsuulumNNNminʻinNNNdillaahimuṣAddiqullimaamaʻahumnabaḏafariiqumNNNminallaḏiinaʼuutulkitaabakitaabALLAAAh.
  2.101.199 .nabaḏafariiqumNNNminallaḏiinaʼuutulkitaabakitaabALLAAhiwarAAAAAAʼaẓuhuurihimkaʼanNNNnahumlaayaʻlamuuun.
  2.102.200 .wattabaʻuumaatatluššayaaṭiinuʻalaamulkisulaymaan.
  2.102.201 .wamaakafarAsulaymaanuwalaakinNNNnaššayaaṭiinakafaruuyuʻallimuunanNNNnaasassiḥrAwamaaʼunNNNzilaʻalalmalakaynibibaabilahaaruutawamaaruuut.
  2.102.202 .wamaayuʻallimaaniminʼaḥadinḥattaayaquulaaʼinNNNnamaanaḥnufitnatunNNNfalaatakfur.
  2.102.203 .fayataʻallamuunaminhumaamaayufarriquunabihiibaynalmarʼiwazawǧih.
  2.102.204 .wamaahumNNNbiḍAAAAAAAAAArriinabihiiminʼaḥadinʼillaabiʼiḏnillaaah.
  2.102.205 .wayataʻallamuunamaayaḍurruhumwalaayanNNNfaʻuhum.
  2.102.206 .walaqAdʻalimuulamaništarAAhumaalahuufilʼaaḫirAtiminḫAlaaaq.
  2.102.207 .walabiʼsamaašarAwbihiiʼamNNNfusahum.
  2.102.208 .lawkaanuuyaʻlamuuun.
  2.103.209 .walawʼanNNNnahumʼaamanuuwattaqAwlamaṯuubatumNNNminʻinNNNdillaahiḫAyyr.
  2.103.210 .lawkaanuuyaʻlamuuun.
  2.104.211 .yaaʼayyuhallaḏiinaʼaamanuulaataquuluurAAʻinaawaquulunNNNẓurnaawasmaʻuu.
  2.104.212 .walilkaafiriinaʻaḏaabunʼaliiim.
  2.105.213 .maayawaddullaḏiinakafaruuminʼahlilkitaabiwalalmušrikiinaʼayYYYyunazzalaʻalaykumNNNminḫAyrimNNNmirrAbbikum.
  2.105.214 .wALLAAhuyaḫtaṣṣubirAḥmatihiimayYYYyašaaaaaaʼ.
  2.105.215 .wALLAAhuḏulfaḍlilʻaẓiiim.
  2.106.216 .maananNNNsaḫminʼaayatinʼawnunNNNsihaanaʼtibiḫAyrimNNNminhaaʼawmiṯlihaa.
  2.106.217 .ʼalamtaʻlamʼanNNNnALLAAhaʻalaakullišayʼinNNNqAdiiir.
  2.107.218 .ʼalamtaʻlamʼanNNNnALLAAhalahuumulkussamaawaatiwalʼarḍ.
  2.107.219 .wamaalakumNNNminNNNduunillaahimiwWWWwaliyyiwWWWwalaanaṣiiir.
  2.108.220 .ʼamturiiduunaʼanNNNtasʼaluurAsuulakumkamaasuʼilamuusaaminNNNqAb*l.
  2.108.221 .wamayYYYyatabaddalilkufrAbilʼiimaanifaqAd*ḍAllasawaaaaaaʼassabiiil.
  2.109.222 .waddakaṯiirumNNNminʼahlilkitaabilawyarudduunakumNNNmimNNNbaʻdiʼiimaanikumkuffaarAnḥasadamNNNminʻinNNNdiʼamNNNfusihim.
  2.109.223 .ḥasadamNNNminʻinNNNdiʼamNNNfusihimNNNmimNNNbaʻdimaatabayyanalahumulḥaqq.
  2.109.224 .faʻfuuwaṣfaḥuuḥattaayaʼtiyALLAAhubiʼamrih.
  2.109.225 .ʼinNNNnALLAAhaʻalaakullišayʼinNNNqAdiiir.
  2.110.226 .waʼaqiimuṣṣAlaatawaʼaatuzzakaaah.
  2.110.227 .wamaatuqAddimuuliʼamNNNfusikumNNNminḫAyrinNNNtaǧiduuhuʻinNNNdallaaah.
  2.110.228 .ʼinNNNnALLAAhabimaataʻmaluunabaṣiiir.
  2.111.229 .waqAAluulayYYYyadḫulalǧanNNNnataʼillaamanNNNkaanahuudanʼawnaṣAArAA.
  2.111.230 .tilkaʼamaaniyyuhum.
  2.111.231 .qulhaatuuburhaanakumʼinNNNkunNNNtumṣAAdiqiiin.
  2.112.232 .balaamanʼaslamawaǧ*hahuulillaahiwahuwamuḥsinumNNNfalahuuʼaǧ*ruhuuʻinNNNdarAbbihiiwalaaḫAwfunʻalayhimwalaahumyaḥzanuuun.
  2.113.233 .waqAAlatilyahuudulaysatinNNNnaṣAArAAʻalaašayʼiwWWWwaqAAlatinNNNnaṣAArAAlaysatilyahuuduʻalaašayʼiwWWWwahumyatluunalkitaaab.
  2.113.234 .kaḏaalikaqAAlallaḏiinalaayaʻlamuunamiṯlaqAwlihim.
  2.113.235 .faLLAAhuyaḥkumubaynahumyawmalqiyaamatifiimaakaanuufiihiyaḫtalifuuun.
  2.114.236 .wamanʼaẓlamumimNNNmamNNNmanaʻamasaaǧidaLLAAhiʼayYYYyuḏkarAfiihasmuhuuwasaʻaafiiḫArAAbihaa.
  2.114.237 .ʼulaaaaaaʼikamaakaanalahumʼayYYYyadḫuluuhaaʼillaaḫAAAAAAʼifiiin.
  2.114.238 .lahumfiddunyaaḫizyuwWWWwalahumfilʼaaḫirAtiʻaḏaabunʻaẓiiim.
  2.115.239 .walillaahilmašriquwalmaġrib.
  2.115.240 .faʼaynamaatuwalluufaṯamNNNmawaǧ*huLLAAAh.
  2.115.241 .ʼinNNNnALLAAhawaasiʻunʻaliiim.
  2.116.242 .waqAAluttaḫAḏaLLAAhuwaladaa.
  2.116.243 .sub*ḥaanah.
  2.116.244 .ballahuumaafissamaawaatiwalʼarḍkullullahuuqAAnituuun.
  2.117.245 .badiiʻussamaawaatiwalʼarḍ.
  2.117.246 .waʼiḏaaqAḍAAʼamrAmNNNfaʼinNNNnamaayaquululahuukumNNNfayakuuun.
  2.118.247 .waqAAlallaḏiinalaayaʻlamuunalawlaayukallimunALLAAhuʼawtaʼtiinaaʼaayah.
  2.118.248 .kaḏaalikaqAAlallaḏiinaminNNNqAb*lihimNNNmiṯlaqAwlihim.
  2.118.249 .tašaabahatquluubuhum.
  2.118.250 .qAdbayyanNNNnalʼaayaatiliqAwmiyYYYyuuqinuuun.
  2.119.251 .ʼinNNNnaaʼarsalnaakabilḥaqqibašiirAwWWWwanaḏiirAAwalaatusʼaluʻanʼaṣḥaabilǧaḥiiim.
  2.120.252 .walanNNNtarḍAAʻanNNNkalyahuuduwalanNNNnaṣAArAAḥattaatattabiʻamillatahum.
  2.120.253 .qulʼinNNNnahudaLLAAhihuwalhudaa.
  2.120.254 .walaʼinittabaʻtaʼahwaaaaaaʼahumNNNbaʻdallaḏiiǧaaaaaaʼakaminalʻilmimaalakaminALLAAhimiwWWWwaliyyiwWWWwalaanaṣiiir.
  2.121.255 .ʼallaḏiinaʼaataynaahumulkitaabayatluunahuuḥaqqAtilaawatihiiʼulaaaaaaʼikayuʼminuunabih.
  2.121.256 .wamayYYYyakfurbihiifaʼulaaaaaaʼikahumulḫAAsiruuun.
  2.122.257 .yaabaniiʼisrAAAAAAʼiilaḏkuruuniʻmatiyallatiiʼanʻamtuʻalaykumwaʼanNNNniifaḍḍAltukumʻalalʻaalamiiin.
  2.123.258 .wattaquuyawmallaataǧ*ziinafsunʻanNNNnafsinNNNšayʼawWWWwalaayuqbaluminhaaʻadluwWWWwalaatamNNNfaʻuhaašafaaʻatuwWWWwalaahumyunNNNṣAruuun.
  2.124.259 .waʼiḏib*talaaʼib*rAAhiimarAbbuhuubikalimaatimNNNfaʼatamNNNmahunNNN.
  2.124.260 .qAAlaʼinNNNniiǧaaʻilukalinNNNnaasiʼimaamaa.
  2.124.261 .qAAlawaminNNNḏurriyyatiiqAAlalaayanaaluʻahdiẓẓAAlimiiin.
  2.125.262 .waʼiḏǧaʻalnalbaytamaṯaabatallinNNNnaasiwaʼamnaawattaḫiḏuumimNNNmaqAAmiʼib*rAAhiimamuṣAllaa.
  2.125.263 .waʻahidnaaʼilaaʼib*rAAhiimawaʼismaaʻiilaʼanNNNṭAhhirAAbaytii.
  2.125.264 .ʼanNNNṭAhhirAAbaytiyaliṭṭAAAAAAʼifiinawalʻaakifiinawarrukkaʻissuǧuuud.
  2.126.265 .waʼiḏqAAlaʼib*rAAhiimurAbbiǧ*ʻalhaaḏaabaladanʼaaminawWWWwarzuqʼahlahuuminaṯṯamarAAtimanʼaamanaminhumNNNbillaahiwalyawmilʼaaḫir.
  2.126.266 .qAAlawamanNNNkafarAfaʼumattiʻuhuuqAliilanNNNṯumNNNmaʼaḍṭArruhuuʼilaaʻaḏaabinNNNnaarwabiʼsalmaṣiiir.
  2.127.267 .waʼiḏyarfaʻuʼib*rAAhiimulqAwaaʻidaminalbaytiwaʼismaaʻiilurAbbanaataqAbbalminNNNnaaʼinNNNnakaʼanNNNtassamiiʻulʻaliiim.
  2.128.268 .rAbbanaawaǧ*ʻalnaamuslimaynilakawaminNNNḏurriyyatinaaʼumNNNmatamNNNmuslimatallakawaʼarinaamanaasikanaawatub*ʻalaynaa.
  2.128.269 .ʼinNNNnakaʼanNNNtattawwaaburrAḥiiim.
  2.129.270 .rAbbanaawab*ʻaṯfiihimrAsuulamNNNminhumyatluuʻalayhimʼaayaatikawayuʻallimuhumulkitaabawalḥikmatawayuzakkiihim.
  2.129.271 .ʼinNNNnakaʼanNNNtalʻaziizulḥakiiim.
  2.130.272 .wamayYYYyarġAbuʻamNNNmillatiʼib*rAAhiimaʼillaamanNNNsafihanafsah.
  2.130.273 .walaqAdiṣṭAfaynaahufiddunyaawaʼinNNNnahuufilʼaaḫirAtilaminaṣṣAAliḥiiin.
  2.131.274 .ʼiḏqAAlalahuurAbbuhuuʼaslimqAAlaʼaslamtulirAbbilʻaalamiiin.
  2.132.275 .wawaṣṣAAbihaaʼib*rAAhiimubaniihiwayaʻquubuyaabaniyyaʼinNNNnALLAAhaṣṭAfaalakumuddiinafalaatamuutunNNNnaʼillaawaʼanNNNtumNNNmuslimuuun.
  2.133.276 .ʼamkunNNNtumšuhadaaaaaaʼaʼiḏḥaḍArAyaʻquubalmawtuʼiḏqAAlalibaniihimaataʻbuduunamimNNNbaʻdiiqAAluunaʻbuduʼilahak.
  2.133.277 .qAAluunaʻbuduʼilahakawaʼilahaʼaabaaaaaaʼikaʼib*rAAhiimawaʼismaaʻiilawaʼisḥaaqAʼilaahawWWWwaaḥidawWWWwanaḥnulahuumuslimuuun.
  2.134.278 .tilkaʼumNNNmatunNNNqAdḫAlatlahaamaakasabatwalakumNNNmaakasab*tumwalaatusʼaluunaʻamNNNmaakaanuuyaʻmaluuun.
  2.135.279 .waqAAluukuunuuhuudanʼawnaṣAArAAtahtaduu.
  2.135.280 .qulbalmillataʼib*rAAhiimaḥaniifawWWWwamaakaanaminalmušrikiiin.
  2.136.281 .quuluuʼaamanNNNnaabillaahiwamaaʼunNNNzilaʼilaynaawamaaʼunNNNzilaʼilaaʼib*rAAhiimawaʼismaaʻiilawaʼisḥaaqAwayaʻquubawalʼasbaaaṭ.
  2.136.282 .walʼasbaaṭiwamaaʼuutiyamuusaawaʻiisaawamaaʼuutiyanNNNnabiyyuunamirrAbbihimlaanufarriqubaynaʼaḥadimNNNminhumwanaḥnulahuumuslimuuun.
  2.137.283 .faʼinʼaamanuubimiṯlimaaʼaamanNNNtumNNNbihifaqAdihtadawwaʼinNNNtawallawfaʼinNNNnamaahumfiišiqAAq.
  2.137.284 .fasayakfiikahumullaaahwahuwassamiiʻulʻaliiim.
  2.138.285 .ṣib*ġAtALLAAhiwamanʼaḥsanuminALLAAhiṣib*ġAtawWWWwanaḥnulahuuʻaabiduuun.
  2.139.286 .qulʼatuḥaaaaaaaaaaǧǧuunanaafillaahiwahuwarAbbunaawarAbbukumwalanaaʼaʻmaalunaawalakumʼaʻmaalukumwanaḥnulahuumuḫliṣuuun.
  2.140.287 .ʼamtaquuluunaʼinNNNnaʼib*rAAhiimawaʼismaaʻiilawaʼisḥaaqAwayaʻquubawalʼasbaaṭAkaanuuhuudanʼawnaṣAArAA.
  2.140.288 .qulʼaʼanNNNtumʼaʻlamuʼamillaaah.
  2.140.289 .wamanʼaẓlamumimNNNmanNNNkatamašahaadatanʻinNNNdahuuminaLLAAAh.
  2.140.290 .wamaLLAAhubiġAAfilinʻamNNNmaataʻmaluuun.
  2.141.291 .tilkaʼumNNNmatunNNNqAdḫAlatlahaamaakasabatwalakumNNNmaakasab*tumwalaatusʼaluunaʻamNNNmaakaanuuyaʻmaluuun.
  2.142.292 .sayaquulussufahaaaaaaʼuminanNNNnaasimaawallaahumʻanNNNqib*latihimullatiikaanuuʻalayhaa.
  2.142.293 .qullillaahilmašriquwalmaġribyahdiimayYYYyašaaaaaaʼuʼilaaṣirAAṭimNNNmustaqiiim.
  2.143.294 .wakaḏaalikaǧaʻalnaakumʼumNNNmatawWWWwasaṭAllitakuunuušuhadaaaaaaʼaʻalanNNNnaasiwayakuunarrAsuuluʻalaykumšahiidaa.
  2.143.295 .wamaaǧaʻalnalqib*latallatiikunNNNtaʻalayhaaʼillaalinaʻlamamayYYYyattabiʻurrAsuulamimNNNmayYYYyanNNNqAlibuʻalaaʻaqibayyh.
  2.143.296 .waʼinNNNkaanatlakabiirAtanʼillaaʻalallaḏiinahadallaaah.
  2.143.297 .wamaakaanALLAAhuliyuḍiiʻaʼiimaanakum.
  2.143.298 .ʼinNNNnALLAAhabinNNNnaasilarAʼuufurrAḥiiim.
  2.144.299 .qAd*narAAtaqAllubawaǧ*hikafissamaaaaaaʼifalanuwalliyanNNNnakaqib*latanNNNtarḍAAhaa
  2.144.300 .fawalliwaǧ*hakašaṭ*rAlmasǧidilḥarAAm.
  2.144.301 .waḥayṯumaakunNNNtumfawalluuwuǧuuhakumšaṭ*rAh.
  2.144.302 .waʼinNNNnallaḏiinaʼuutulkitaabalayaʻlamuunaʼanNNNnahulḥaqqumirrAbbihim.
  2.144.303 .wamaLLAAhubiġAAfilinʻamNNNmaayaʻmaluuun.
  2.145.304 .walaʼinʼataytallaḏiinaʼuutulkitaababikulliʼaayatimNNNmaatabiʻuuqib*latak.
  2.145.305 .wamaaʼanNNNtabitaabiʻinNNNqib*latahum.
  2.145.306 .wamaabaʻḍuhumNNNbitaabiʻinNNNqib*latabaʻḍ.
  2.145.307 .walaʼinittabaʻtaʼahwaaaaaaʼahumNNNmimNNNbaʻdimaaǧaaaaaaʼakaminalʻilmiʼinNNNnakaʼiḏallaminaẓẓAAlimiiin.
  2.146.308 .ʼallaḏiinaʼaataynaahumulkitaabayaʻrifuunahuukamaayaʻrifuunaʼab*naaaaaaʼahum.
  2.146.309 .waʼinNNNnafariiqAmNNNminhumlayaktumuunalḥaqqAwahumyaʻlamuuun.
  2.147.310 .ʼalḥaqqumirrAbbikafalaatakuunanNNNnaminalmumtariiin.
  2.148.311 .walikulliwWWWwiǧ*hatunhuwamuwalliihaafastabiqulḫAyrAAAt.
  2.148.312 .ʼaynamaatakuunuuyaʼtibikumuLLAAhuǧamiiʻaa.
  2.148.313 .ʼinNNNnALLAAhaʻalaakullišayʼinNNNqAdiiir.
  2.149.314 .waminḥayṯuḫArAǧ*tafawalliwaǧ*hakašaṭ*rAlmasǧidilḥarAAmiwaʼinNNNnahuulalḥaqqumirrAbbik.
  2.149.315 .wamaLLAAhubiġAAfilinʻamNNNmaataʻmaluuun.
  2.150.316 .waminḥayṯuḫArAǧ*tafawalliwaǧ*hakašaṭ*rAlmasǧidilḥarAAm.
  2.150.317 .waḥayṯumaakunNNNtumfawalluuwuǧuuhakumšaṭ*rAhuuliʼallaayakuunalinNNNnaasiʻalaykumḥuǧǧah.
  2.150.318 .liʼallaayakuunalinNNNnaasiʻalaykumḥuǧǧatunʼillallaḏiinaẓAlamuuminhumfalaataḫšawhumwaḫšawnii.
  2.150.319 .falaataḫšawhumwaḫšawniiwaliʼutimNNNmaniʻmatiiʻalaykumwalaʻallakumtahtaduuun.
  2.151.320 .kamaaʼarsalnaafiikumrAsuulamNNNminNNNkumyatluuʻalaykumʼaayaatinaawayuzakkiikumwayuʻallimukumulkitaabawalḥikmah.
  2.151.321 .wayuʻallimukumulkitaabawalḥikmahwayuʻallimukumNNNmaalamtakuunuutaʻlamuuun.
  2.152.322 .faḏkuruuniiʼaḏkurkumwaškuruuliiwalaatakfuruuun.
  2.153.323 .yaaʼayyuhallaḏiinaʼaamanustaʻiinuubiṣṣAb*riwaṣṣAlaaah.
  2.153.324 .ʼinNNNnALLAAhamaʻaṣṣAAbiriiin.
  2.154.325 .walaataquuluulimayYYYyuqtalufiisabiilillaahiʼamwaaat.
  2.154.326 .balʼaḥyaaaaaaʼuwWWWwalaakillaatašʻuruuun.
  2.155.327 .walanab*luwanNNNnakumNNNbišayʼimNNNminalḫAwfiwalǧuuʻiwanaqṣimNNNminalʼamwaaliwalʼanNNNfusiwaṯṯamarAAAt.
  2.155.328 .wabašširiṣṣAAbiriiin.
  2.156.329 .ʼallaḏiinaʼiḏaaʼaṣAAbathumNNNmuṣiibatunNNNqAAluuʼinNNNnaalillaahiwaʼinNNNnaaʼilayhirAAǧiʻuuun.
  2.157.330 .ʼulaaaaaaʼikaʻalayhimṣAlawaatumNNNmirrAbbihimwarAḥmatuwWWWwaʼulaaaaaaʼikahumulmuhtaduuun.
  2.158.331 .ʼinNNNnaṣṣAfaawalmarwataminNNNšaʻaaaaaaʼirillaah.
  2.158.332 .famanḥaǧǧalbaytaʼawiʻtamarAfalaaǧunaaḥaʻalayhiʼayYYYyaṭṭAwwafabihimaa.
  2.158.333 .wamanNNNtaṭAwwaʻaḫAyrAmNNNfaʼinNNNnALLAAhašaakirunʻaliiim.
  2.159.334 .ʼinNNNnallaḏiinayaktumuunamaaʼanNNNzalnaaminalbayyinaatiwalhudaamimNNNbaʻdimaabayyanNNNnaahulinNNNnaasifilkitaabiʼulaaaaaaʼik.
  2.159.335 .ʼulaaaaaaʼikayalʻanuhumuLLAAhuwayalʻanuhumullaaʻinuuun.
  2.160.336 .ʼillallaḏiinataabuuwaʼaṣlaḥuuwabayyanuufaʼulaaaaaaʼikaʼatuubuʻalayhimwaʼanattawwaaburrAḥiiim.
  2.161.337 .ʼinNNNnallaḏiinakafaruuwamaatuuwahumkuffaarunʼulaaaaaaʼikaʻalayhimlaʻnatuLLAAhiwalmalaaaaaaʼikatiwanNNNnaasiʼaǧ*maʻiiin.
  2.162.338 .ḫAAlidiinafiihaalaayuḫAffafuʻanhumulʻaḏaabuwalaahumyunNNNẓAruuun.
  2.163.339 .waʼilaahukumʼilahuwWWWwaaḥid.
  2.163.340 .laaʼilahaʼillaahuwarrAḥmaanurrAḥiiim.
  2.164.341 .ʼinNNNnafiiḫAlqissamaawaatiwalʼarḍiwaḫtilaafillayliwanNNNnahaariwalfulkillatiitaǧ*riifilbaḥr.
  2.164.342 .walfulkillatiitaǧ*riifilbaḥribimaayamNNNfaʻunNNNnaasawamaaʼanNNNzalaLLAAhuminassamaaaaaaʼimimNNNmaaaaaaʼimNNNfaʼaḥyaabihilʼarḍ
  2.164.343 .faʼaḥyaabihilʼarḍAbaʻdamawtihaawabaṯṯafiihaaminNNNkullidaaaaaaaaaabbatiwWWWwataṣriifirriyaaah.
  2.164.344 .wataṣriifirriyaaḥiwassaḥaabilmusaḫḫAribaynassamaaaaaaʼiwalʼarḍilaʼaayaatilliqAwmiyYYYyaʻqiluuun.
  2.165.345 .waminanNNNnaasimayYYYyattaḫiḏuminNNNduunillaahiʼanNNNdaadayYYYyuḥibbuunahumkaḥubbillaah.
  2.165.346 .wallaḏiinaʼaamanuuʼašaduḥubballillaaah.
  2.165.347 .walawyarAllaḏiinaẓAlamuuʼiḏyarAwnalʻaḏaabaʼanNNNnalquwwatalillaahiǧamiiʻawWWWwaʼanNNNnALLAAhašadiidulʻaḏaaab.
  2.166.348 .ʼiḏtabarrAʼallaḏiinattubiʻuuminallaḏiinattabaʻuuwarAʼawilʻaḏaabawataqAṭṭAʻatbihimulʼasbaaab.
  2.167.349 .waqAAlallaḏiinattabaʻuulawʼanNNNnalanaakarrAtamNNNfanatabarrAʼaminhumkamaatabarrAʼuuminNNNnaa.
  2.167.350 .kaḏaalikayuriihimuLLAAhuʼaʻmaalahumḥasarAAtinʻalayhimwamaahumNNNbiḫAAriǧiinaminanNNNnaaar.
  2.168.351 .yaaʼayyuhanNNNnaasukuluumimNNNmaafilʼarḍiḥalaalanNNNṭAyyibawWWWwalaatattabiʻuuḫuṭuwaatiššayṭAAAn.
  2.168.352 .ʼinNNNnahuulakumʻaduwwumNNNmubiiin.
  2.169.353 .ʼinNNNnamaayaʼmurukumNNNbissuuuuuuʼiwalfaḥšaaaaaaʼiwaʼanNNNtaquuluuʻalaLLAAhimaalaataʻlamuuun.
  2.170.354 .waʼiḏaaqiilalahumuttabiʻuumaaʼanNNNzalaLLAAhuqAAluubalnattabiʻumaaʼalfaynaaʻalayhiʼaabaaaaaaʼanaa.
  2.170.355 .ʼawalawkaanaʼaabaaʼuhumlaayaʻqiluunašayʼawWWWwalaayahtaduuun.
  2.171.356 .wamaṯalullaḏiinakafaruukamaṯalillaḏiiyanʻiqubimaalaayasmaʻuʼillaaduʻaaaaaaʼawWWWwanidaaaaaaʼaa.
  2.171.357 .ṣumNNNmumNNNbukmunʻumyumNNNfahumlaayaʻqiluuun.
  2.172.358 .yaaʼayyuhallaḏiinaʼaamanuukuluuminNNNṭAyyibaatimaarAzaq*naakumwaškuruulillaahiʼinNNNkunNNNtumʼiyyaahutaʻbuduuun.
  2.173.359 .ʼinNNNnamaaḥarrAmaʻalaykumulmaytatawadamawalaḥmalḫinNNNziiriwamaaʼuhillabihiiliġAyrillaah.
  2.173.360 .famaniḍṭurrAġAyrAbaaġiwWWWwalaaʻaadimNNNfalaaʼiṯmaʻalayyh.
  2.173.361 .ʼinNNNnALLAAhaġAfuururrAḥiiim.
  2.174.362 .ʼinNNNnallaḏiinayaktumuunamaaʼanNNNzalaLLAAhuminalkitaabiwayaštaruunabihiiṯamananNNNqAliilanʼulaaaaaaʼik.
  2.174.363 .ʼulaaaaaaʼikamaayaʼkuluunafiibuṭuunihimʼillanNNNnaarAwalaayukallimuhumuLLAAhuyawmalqiyaamatiwalaayuzakkiihimwalahumʻaḏaabunʼaliiim.
  2.175.364 .ʼulaaaaaaʼikallaḏiinaštarAwḍḍAlaalatabilhudaawalʻaḏaababilmaġfirAhfamaaʼaṣbarAhumʻalanNNNnaaar.
  2.176.365 .ḏaalikabiʼanNNNnALLAAhanazzalalkitaababilḥaqq.
  2.176.366 .waʼinNNNnallaḏiinaḫtalafuufilkitaabilafiišiqAAqimNNNbaʻiiid.
  2.177.367 .laysalbirrAʼanNNNtuwalluuwuǧuuhakumqibalalmašriqiwalmaġribiwalaakinNNNnalbirrAmanʼaamanabillaaah.
  2.177.368 .walaakinNNNnalbirrAmanʼaamanabillaahiwalyawmilʼaaḫiriwalmalaaaaaaʼikatiwalkitaabiwanNNNnabiyyiiinawaʼaatalmaalaʻalaaḥubbihiiḏawilqurbaa.
  2.177.369 .waʼaatalmaalaʻalaaḥubbihiiḏawilqurbaawalyataamaawalmasaakiinawab*nassabiiliwassaaaaaaʼiliinawafirriqAAbiwaʼaqAAmaṣṣAlaaah.
  2.177.370 .waʼaqAAmaṣṣAlaatawaʼaqAAmaṣṣAlaatawaʼaatazzakaatawalmuufuunabiʻahdihimʼiḏaaʻaahaduuwaṣṣAAbiriinafilbaʼsaaaaaaʼiwaḍḍArrAAAAAAʼiwaḥiinalbaʼs.
  2.177.371 .ʼulaaaaaaʼikallaḏiinaṣAdaquuwaʼulaaaaaaʼikahumulmuttaquuun.
  2.178.372 .yaaʼayyuhallaḏiinaʼaamanuukutibaʻalaykumulqiṣAAṣufilqAtlaaʼalḥurrubilḥurriwalʻab*dubilʻab*diwalʼunNNNṯaabilʼunNNNṯaa.
  2.178.373 .famanʻufiyalahuuminʼaḫiihišayʼumNNNfattibaaʻumNNNbilmaʻruufiwaʼadaaaaaaʼunʼilayhibiʼiḥsaaan.
  2.178.374 .ḏaalikataḫfiifumNNNmirrAbbikumwarAḥmah.
  2.178.375 .famaniʻtadaabaʻdaḏaalikafalahuuʻaḏaabunʼaliiim.
  2.179.376 .walakumfilqiṣAAṣiḥayaatuyYYYyaaʼuulilʼalbaabilaʻallakumtattaquuun.
  2.180.377 .kutibaʻalaykumʼiḏaaḥaḍArAʼaḥadakumulmawtuʼinNNNtarAkaḫAyrAnilwaṣiyyatulilwaalidayniwalʼaqrAbiinabilmaʻruufiḥaqqAnʻalalmuttaqiiin.
  2.181.378 .famamNNNbaddalahuubaʻdamaasamiʻahuufaʼinNNNnamaaʼiṯmuhuuʻalallaḏiinayubadiluunah.
  2.181.379 .ʼinNNNnALLAAhasamiiʻunʻaliiim.
  2.182.380 .famanḫAAfamimNNNmuuṣinNNNǧanafanʼawʼiṯmamNNNfaʼaṣlaḥabaynahumfalaaʼiṯmaʻalayyh.
  2.182.381 .ʼinNNNnALLAAhaġAfuururrAḥiiim.
  2.183.382 .yaaʼayyuhallaḏiinaʼaamanuukutibaʻalaykumuṣṣiyaamukamaakutibaʻalallaḏiinaminNNNqAb*likumlaʻallakumtattaquuun.
  2.184.383 .ʼayyaamamNNNmaʻduudaaat.
  2.184.384 .famanNNNkaanaminNNNkumNNNmariiḍAnʼawʻalaasafarimNNNfaʻidatumNNNminʼayyaaminʼuḫAr.
  2.184.385 .waʻalallaḏiinayuṭiiquunahuufidyatunNNNṭAʻaamumiskiin.
  2.185.386 .famanNNNtaṭAwwaʻaḫAyrAmNNNfahuwaḫAyrullah.
  2.184.387 .waʼanNNNtaṣuumuuḫAyrullakumʼinNNNkunNNNtumtaʻlamuuun.
  2.185.388 .šahrurAmaḍAAnallaḏiiʼunNNNzilafiihilqurʼaanuhudallinNNNnaasiwabayyinaatimNNNminalhudaawalfurqAAAn.
  2.185.389 .famanNNNšahidaminNNNkumuššahrAfalyaṣumh.
  2.185.390 .wamanNNNkaanamariiḍAnʼawʻalaasafarimNNNfaʻidatumNNNminʼayyaaminʼuḫAr.
  2.185.391 .yuriiduLLAAhubikumulyusrAwalaayuriidubikumulʻusrAwalitukmilulʻiddatawalitukabbiruLLAAhaʻalaamaahadaakum.
  2.185.392 .walitukmilulʻiddatawalitukabbiruLLAAhaʻalaamaahadaakumwalaʻallakumtaškuruuun.
  2.186.393 .waʼiḏaasaʼalakaʻibaadiiʻanNNNniifaʼinNNNniiqAriibunʼuǧiibudaʻwatadaaʻiʼiḏaadaʻaan.
  2.186.394 .ʼuǧiibudaʻwatadaaʻiʼiḏaadaʻaanifalyastaǧiibuuliiwalyuʼminuubiilaʻallahumyaršuduuun.
  2.187.395 .ʼuḥillalakumlaylataṣṣiyaamirrAfaṯuʼilaanisaaaaaaʼikum.
  2.187.396 .hunNNNnalibaasullakumwaʼanNNNtumlibaasullahunNNNn.
  2.187.397 .ʼalimaLLAAhuʼanNNNnakumkunNNNtumtaḫtaanuunaʼamNNNfusakumfataabaʻalaykumwaʻafaaʻanNNNkum.
  2.187.398 .falʼaanabaaširuuhunNNNnawab*taġuumaakatabALLAAhulakumwakuluuwašrAbuuḥattaayatabayyanalakumulḫAyṭulʼab*yaḍuminalḫAyṭilʼaswadiminalfaǧ*r.
  2.187.399 .ṯumNNNmaʼatimNNNmuṣṣiyaamaʼilallayyyl.
  2.187.400 .walaatubaaširuuhunNNNnawaʼanNNNtumʻaakifuunafilmasaaǧid.
  2.187.401 .tilkaḥuduuduLLAAhifalaataqrAbuuhaa.
  2.187.402 .kaḏaalikayubayyinuLLAAhuʼaayaatihilinNNNnaasilaʻallahumyattaquuun.
  2.188.403 .walaataʼkuluuʼamwaalakumNNNbaynakumNNNbilbaaṭiliwatud*luubihaaʼilalḥukkaamilitaʼkuluufariiqAmNNNminʼamwaalinNNNnaasibilʼiṯmiwaʼanNNNtumtaʻlamuuun.
  2.189.404 .yasʼaluunakaʻanilʼahillatiqulhiyamawaaqiitulinNNNnaasiwalḥaǧǧ.
